issue_id,university_code,institute_name,universities_raw,primary_layer,category,rca_group_category,issue_title,rca_description,solutioning_direction,status
ISS-096,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design - Learning Platform (Product),Learning Platform,Automated Assessment Ecosystem & Profile Building,"New Feature: Launchpad-style leaderboard, DSA sheets, CP ladder, GitHub profile",Same Launchpad-portal integration gap as the LeetCode-platform request; capabilities exist in the ecosystem but aren't bridged.,"Lead-authored direction: migrate manual assignments to competition-based automated scoring; standardize masterclass assessment on automated platforms; long-term, build a Kaggle-like ecosystem (automated evaluation, leaderboards, feedback generation, observability) scoped together with Launchpad integration and GitHub profile push.",Pending
ISS-098,Aurora,Aurora University,Aurora,Learning Design - Learning Platform (Product),Learning Platform,Automated Assessment Ecosystem & Profile Building,New Feature: Push code snippets to GitHub for student profiles,"Feature gap: portal coding work is trapped inside the platform with no export/integration path to professional profiles, leaving employability signal unbuilt.","Lead-authored direction: migrate manual assignments to competition-based automated scoring; standardize masterclass assessment on automated platforms; long-term, build a Kaggle-like ecosystem (automated evaluation, leaderboards, feedback generation, observability) scoped together with Launchpad integration and GitHub profile push.",Pending
ISS-010,Aurora,Aurora University,Aurora,Program Ops Layer,Content&Curriculum,Study Tools & Platform UX Roadmap,Curriculum Design: Need AI Tutor and new learning feature walkthrough sessions,Platform ships features without an adoption loop. No standing process exists to convert feature releases into student-facing walkthrough sessions or in-portal announcements.,"One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-091,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,New Feature: NotebookLM-style mind-mapping/summaries for exam prep,"Feature gap. Students are exporting content to external AI tools, signalling demand for in-portal study tooling. No study-tools workstream on the platform roadmap.","One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-093,CDU,Chaitanya Deemed-to-be University,"CDU, MRV",Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,Module quiz topic coverage not visible in timetable view,"Quiz metadata (topic scope) exists but isn't surfaced in the timetable card UI. Small UX gap, raised repeatedly across campuses.","One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-093,MRV,Malla Reddy Vishwavidyapeeth,"CDU, MRV",Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,Module quiz topic coverage not visible in timetable view,"Quiz metadata (topic scope) exists but isn't surfaced in the timetable card UI. Small UX gap, raised repeatedly across campuses.","One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-097,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,New Feature: Platform-wide learning assistant/copilot; students using Leo as workaround,No platform-level AI assistant despite AI Tutor existing at course level. Students adopting external assistants (Leo) shows the demand and the risk: third-party tools answering practice MCQs blurs into the integrity issue.,"One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-099,Aurora,Aurora University,Aurora,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,New Feature: Single place for portal feature updates,No in-product changelog or announcement surface. Same release-communication gap that drives the 'need feature walkthrough sessions' issue.,"One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-101,Aurora,Aurora University,Aurora,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,New Feature: Video learning and coding simultaneously,Player and IDE are separate full-screen surfaces; no split-view/picture-in-picture mode. UX architecture gap for code-along learning.,"One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-102,Aurora,Aurora University,Aurora,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,New Feature: Flashcards for exam prep,Same in-portal study-tools gap; students self-serve with external AI tools.,"One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-103,Aurora,Aurora University,Aurora,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,New Feature: Reading material as audio/podcast,Content exists only as static text; no audio rendering pipeline. Modality gap in the content delivery layer.,"One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-105,Aurora,Aurora University,Aurora,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,New Feature: Dark theme platform-wide,"Theming gap; design system likely lacks dark tokens across all modules, so it was deferred.","One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-106,Aurora,Aurora University,Aurora,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,New Feature: Consolidated view of session understanding notes,Notes are captured per-session but no aggregated view exists. Data model supports it; UI surface was never built.,"One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-107,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design - Learning Platform (Product),Learning Platform,Study Tools & Platform UX Roadmap,React IDE: Copy/reuse code between questions; side-by-side question preview,"IDE workspace is scoped to a single question with no cross-question access or side-by-side reference panel. IDE UX designed for isolated assessment, not learning workflows where reuse is legitimate.","One prioritized roadmap: platform learning assistant; study tools (flashcards, summaries, audio/podcast mode); UX fixes (quiz topic metadata, split view, dark theme, consolidated notes, IDE code reuse); in-product changelog and feature adoption comms.",Pending
ISS-017,Aurora,Aurora University,Aurora,Academic Planning Layer,Content&Curriculum,University Partnership & Policy Decisions,Curriculum Design: Mandatory subjects allocated maximum timings on portal,"BOS/AICTE-mandated subjects carry fixed hour requirements. The plan allocated them maximum time by default rather than negotiating minimum-compliant hours, squeezing skill courses.",Per-university negotiation agenda: minimum-compliant AICTE hour allocation; explicit decision on portal coverage for university-delivered subjects; college ID issuance to unlock education tiers for coding-agent tools; credit weight for aptitude.,Pending
ISS-039,MRV,Malla Reddy Vishwavidyapeeth,MRV,Learning Design Layer,Content&Curriculum,University Partnership & Policy Decisions,GenAI: Coding agents introduced but no sessions given (paid tokens blocked),"Paid Tokens & Credits Unavailability All of these tools need paid tokens to run Ideal solution: If student has college mail id, they can get free subscriptions, and use them temporarily MRV students dont have college ids issued.",Per-university negotiation agenda: minimum-compliant AICTE hour allocation; explicit decision on portal coverage for university-delivered subjects; college ID issuance to unlock education tiers for coding-agent tools; credit weight for aptitude.,Pending
ISS-063,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,University Partnership & Policy Decisions,Aptitude: Not taken seriously because it carries no marks,"Assessment policy assigns aptitude zero credit weight. Students optimize for marks; an unweighted track is rationally ignored. Incentive design problem, not content problem.",Per-university negotiation agenda: minimum-compliant AICTE hour allocation; explicit decision on portal coverage for university-delivered subjects; college ID issuance to unlock education tiers for coding-agent tools; credit weight for aptitude.,Pending
ISS-082,Aurora,Aurora University,Aurora,BOS Layer,Content&Curriculum,University Partnership & Policy Decisions,University Subjects: Want portal content for AICTE subjects; 3D modelling sessions; instructor support,"University-delivered AICTE subjects sit outside NxtWave's content scope by the partnership agreement. Students experience one portal but two content owners; the scope boundary was never communicated, and no decision exists on whether to extend portal coverage.",Per-university negotiation agenda: minimum-compliant AICTE hour allocation; explicit decision on portal coverage for university-delivered subjects; college ID issuance to unlock education tiers for coding-agent tools; credit weight for aptitude.,Pending
